collateral_id,loan_id,collateral_type,collateral_value,valuation_date,status
8348,455,CAR,4802.09,2024-10-11,RELEASED
8349,5901,SMARTPHONE,1160.69,2024-10-11,RELEASED
8350,12297,MOTORCYCLE,3580.02,2024-10-11,RELEASED
8351,2355,MOTORCYCLE,61902.43,2024-10-11,ACTIVE
8352,15054,MOTORCYCLE,1535.32,2024-10-11,ACTIVE
8353,17064,MOTORCYCLE,2936.86,2024-10-11,ACTIVE
8354,7086,MOTORCYCLE,3017.53,2024-10-11,SEIZED
8355,8475,SMARTPHONE,703.85,2024-10-11,ACTIVE
8356,1063,CAR,4476.37,2024-10-11,RELEASED
8357,12807,CAR,34400.41,2024-10-11,ACTIVE
8358,10673,MOTORCYCLE,2123.98,2024-10-12,RELEASED
8359,18888,MOTORCYCLE,2918.76,2024-10-12,RELEASED
8360,17949,SMARTPHONE,524.73,2024-10-12,RELEASED
8361,21985,CAR,6118.38,2024-10-12,ACTIVE
8362,3702,CAR,84820.62,2024-10-12,RELEASED
8363,18335,SMARTPHONE,276.94,2024-10-12,RELEASED
8364,4807,MOTORCYCLE,3035.54,2024-10-12,ACTIVE
8365,7098,MOTORCYCLE,3283.77,2024-10-12,ACTIVE
8366,11552,CAR,78972.69,2024-10-12,ACTIVE
8367,6634,CAR,2757.14,2024-10-12,RELEASED
8368,19230,CAR,5636.79,2024-10-12,RELEASED
8369,18207,CAR,7442.89,2024-10-12,RELEASED
8370,7739,SMARTPHONE,934.05,2024-10-12,SEIZED
8371,8397,SMARTPHONE,532.03,2024-10-13,RELEASED
8372,9632,SMARTPHONE,1139.45,2024-10-13,ACTIVE
8373,12700,CAR,3039.04,2024-10-13,ACTIVE
8374,8520,MOTORCYCLE,2156.89,2024-10-13,RELEASED
8375,8988,MOTORCYCLE,1204.42,2024-10-13,SEIZED
8376,19845,CAR,9503.85,2024-10-13,RELEASED
8377,23304,CAR,22585.63,2024-10-13,RELEASED
8378,21111,CAR,4497.32,2024-10-13,ACTIVE
8379,9480,MOTORCYCLE,23186.23,2024-10-13,RELEASED
8380,6650,CAR,7671.19,2024-10-13,ACTIVE
8381,14040,CAR,41282.24,2024-10-13,SEIZED
8382,16691,SMARTPHONE,673.75,2024-10-14,RELEASED
8383,11203,SMARTPHONE,793.03,2024-10-14,RELEASED
8384,1373,SMARTPHONE,800.36,2024-10-14,ACTIVE
8385,9392,SMARTPHONE,726.62,2024-10-14,ACTIVE
8386,20771,MOTORCYCLE,2983.37,2024-10-14,ACTIVE
8387,21247,CAR,5294.62,2024-10-14,ACTIVE
8388,4058,CAR,5396.59,2024-10-14,ACTIVE
8389,15487,SMARTPHONE,314.93,2024-10-14,SEIZED
8390,15011,MOTORCYCLE,4204.34,2024-10-14,ACTIVE
8391,68,MOTORCYCLE,3088.69,2024-10-14,RELEASED
8392,20251,MOTORCYCLE,15792.74,2024-10-14,SEIZED
8393,14955,SMARTPHONE,839.12,2024-10-14,ACTIVE
8394,9986,SMARTPHONE,669.07,2024-10-14,ACTIVE
8395,852,MOTORCYCLE,2441.62,2024-10-14,SEIZED
8396,9581,CAR,3863.7,2024-10-14,ACTIVE
8397,19974,MOTORCYCLE,2018.91,2024-10-15,RELEASED
8398,22054,MOTORCYCLE,57392.15,2024-10-15,RELEASED
8399,118,MOTORCYCLE,2633.2,2024-10-15,RELEASED
8400,9957,MOTORCYCLE,4185.69,2024-10-15,RELEASED
8401,17875,MOTORCYCLE,2360.39,2024-10-15,RELEASED
8402,8444,CAR,6226.18,2024-10-15,RELEASED
8403,7256,MOTORCYCLE,3189.77,2024-10-15,ACTIVE
8404,5672,SMARTPHONE,370.21,2024-10-15,ACTIVE
8405,13350,SMARTPHONE,742.83,2024-10-15,ACTIVE
8406,23030,SMARTPHONE,711.0,2024-10-15,RELEASED
8407,13356,MOTORCYCLE,2055.02,2024-10-15,RELEASED
8408,982,SMARTPHONE,719.72,2024-10-15,RELEASED
8409,20757,CAR,19467.72,2024-10-15,ACTIVE
8410,11642,MOTORCYCLE,1704.25,2024-10-15,ACTIVE
8411,14947,SMARTPHONE,378.79,2024-10-15,ACTIVE
8412,9428,SMARTPHONE,830.36,2024-10-15,SEIZED
8413,7094,MOTORCYCLE,1912.02,2024-10-15,ACTIVE
8414,18848,MOTORCYCLE,2496.86,2024-10-15,RELEASED
8415,10723,MOTORCYCLE,1865.32,2024-10-16,RELEASED
8416,12368,SMARTPHONE,637.97,2024-10-16,ACTIVE
8417,9930,SMARTPHONE,546.69,2024-10-16,ACTIVE
8418,23195,CAR,13395.82,2024-10-16,RELEASED
8419,7264,SMARTPHONE,1142.47,2024-10-16,ACTIVE
8420,8333,MOTORCYCLE,1717.26,2024-10-16,RELEASED
8421,16640,MOTORCYCLE,1415.02,2024-10-16,RELEASED
8422,9416,MOTORCYCLE,3868.14,2024-10-17,ACTIVE
8423,9757,CAR,45769.23,2024-10-17,RELEASED
8424,1006,MOTORCYCLE,27933.49,2024-10-17,RELEASED
8425,14218,MOTORCYCLE,2579.93,2024-10-17,RELEASED
8426,1096,MOTORCYCLE,3784.79,2024-10-17,ACTIVE
8427,8609,MOTORCYCLE,1701.55,2024-10-17,RELEASED
8428,16902,CAR,4745.76,2024-10-17,RELEASED
8429,6702,SMARTPHONE,522.3,2024-10-17,RELEASED
8430,8148,CAR,470.54,2024-10-17,RELEASED
8431,1932,CAR,17741.4,2024-10-17,SEIZED
8432,1544,MOTORCYCLE,2571.71,2024-10-17,ACTIVE
8433,14315,CAR,3435.99,2024-10-18,ACTIVE
8434,22355,MOTORCYCLE,2528.96,2024-10-18,ACTIVE
8435,17801,MOTORCYCLE,2786.19,2024-10-18,SEIZED
8436,7304,MOTORCYCLE,1799.27,2024-10-18,RELEASED
8437,10226,MOTORCYCLE,1543.69,2024-10-18,ACTIVE
8438,6003,CAR,7646.29,2024-10-18,RELEASED
8439,8370,CAR,25597.47,2024-10-18,ACTIVE
8440,19485,SMARTPHONE,146.14,2024-10-18,SEIZED
8441,8026,SMARTPHONE,955.48,2024-10-18,SEIZED
8442,12819,CAR,15495.91,2024-10-18,RELEASED
8443,3196,SMARTPHONE,709.97,2024-10-18,RELEASED
8444,8489,MOTORCYCLE,2715.47,2024-10-18,ACTIVE
8445,5353,CAR,18223.31,2024-10-18,RELEASED
8446,15650,MOTORCYCLE,2871.84,2024-10-18,SEIZED
8447,15563,CAR,42819.03,2024-10-18,SEIZED
8448,4932,SMARTPHONE,836.39,2024-10-19,ACTIVE
8449,19375,CAR,7904.93,2024-10-19,RELEASED
8450,21702,MOTORCYCLE,3716.94,2024-10-19,RELEASED
8451,21595,CAR,90689.81,2024-10-19,ACTIVE
8452,9967,CAR,4455.22,2024-10-19,ACTIVE
8453,4200,MOTORCYCLE,3130.7,2024-10-19,SEIZED
8454,4117,SMARTPHONE,1193.29,2024-10-19,RELEASED
8455,17621,SMARTPHONE,515.6,2024-10-19,SEIZED
8456,18437,CAR,4949.03,2024-10-20,ACTIVE
8457,1058,MOTORCYCLE,2514.75,2024-10-20,ACTIVE
8458,10311,CAR,22150.81,2024-10-20,RELEASED
8459,22602,MOTORCYCLE,11945.19,2024-10-20,SEIZED
8460,19,MOTORCYCLE,2450.37,2024-10-20,SEIZED
8461,9436,CAR,5557.12,2024-10-20,ACTIVE
8462,1698,SMARTPHONE,525.68,2024-10-20,ACTIVE
8463,15249,CAR,3574.36,2024-10-20,SEIZED
8464,7780,MOTORCYCLE,3504.62,2024-10-20,ACTIVE
8465,6881,SMARTPHONE,663.86,2024-10-20,SEIZED
8466,15763,CAR,6122.1,2024-10-20,RELEASED
8467,4586,CAR,2564.96,2024-10-20,ACTIVE
8468,16302,CAR,17632.9,2024-10-20,RELEASED
8469,2356,MOTORCYCLE,56475.79,2024-10-21,ACTIVE
8470,3973,CAR,59117.76,2024-10-21,ACTIVE
8471,5921,SMARTPHONE,526.13,2024-10-21,RELEASED
8472,8559,SMARTPHONE,787.23,2024-10-21,RELEASED
8473,3011,CAR,18319.93,2024-10-21,ACTIVE
8474,2974,SMARTPHONE,659.53,2024-10-21,ACTIVE
8475,16858,MOTORCYCLE,11591.13,2024-10-21,RELEASED
8476,434,SMARTPHONE,949.6,2024-10-21,ACTIVE
8477,22944,SMARTPHONE,369.01,2024-10-21,RELEASED
8478,6888,MOTORCYCLE,2002.3,2024-10-21,RELEASED
8479,8667,SMARTPHONE,1143.67,2024-10-21,SEIZED
8480,3610,SMARTPHONE,517.3,2024-10-21,RELEASED
8481,16541,CAR,967.38,2024-10-21,ACTIVE
8482,3444,CAR,38767.25,2024-10-21,RELEASED
8483,16460,CAR,32800.2,2024-10-21,ACTIVE
8484,11180,MOTORCYCLE,3674.73,2024-10-21,ACTIVE
8485,10289,MOTORCYCLE,1695.88,2024-10-22,ACTIVE
8486,43,CAR,28618.55,2024-10-22,ACTIVE
8487,6306,CAR,18460.17,2024-10-22,RELEASED
8488,4420,MOTORCYCLE,1941.87,2024-10-22,ACTIVE
8489,19760,MOTORCYCLE,2020.09,2024-10-22,RELEASED
8490,15116,SMARTPHONE,750.32,2024-10-22,RELEASED
8491,18674,SMARTPHONE,954.23,2024-10-22,RELEASED
8492,12702,MOTORCYCLE,1769.33,2024-10-22,ACTIVE
8493,15798,MOTORCYCLE,2382.25,2024-10-22,SEIZED
8494,19306,CAR,9594.23,2024-10-22,ACTIVE
8495,12154,SMARTPHONE,855.32,2024-10-22,ACTIVE
8496,4591,CAR,735.43,2024-10-22,ACTIVE
8497,10863,SMARTPHONE,504.36,2024-10-23,ACTIVE
8498,6916,MOTORCYCLE,1445.6,2024-10-23,ACTIVE
8499,14488,MOTORCYCLE,2740.47,2024-10-23,RELEASED
8500,14756,SMARTPHONE,864.69,2024-10-23,RELEASED
8501,21912,CAR,2383.2,2024-10-23,RELEASED
8502,3410,CAR,6680.55,2024-10-23,ACTIVE
8503,2373,MOTORCYCLE,3190.24,2024-10-23,RELEASED
8504,10246,CAR,105191.2,2024-10-23,RELEASED
8505,16815,SMARTPHONE,939.31,2024-10-23,ACTIVE
8506,14944,SMARTPHONE,769.27,2024-10-23,ACTIVE
8507,11583,CAR,28419.11,2024-10-23,RELEASED
8508,19856,MOTORCYCLE,54080.89,2024-10-23,RELEASED
8509,12434,CAR,3079.63,2024-10-23,ACTIVE
8510,3229,CAR,13877.59,2024-10-23,RELEASED
8511,1205,SMARTPHONE,663.58,2024-10-23,RELEASED
8512,19163,CAR,4400.93,2024-10-23,RELEASED
8513,5294,SMARTPHONE,956.74,2024-10-24,ACTIVE
8514,5720,SMARTPHONE,729.75,2024-10-24,ACTIVE
8515,13251,SMARTPHONE,1052.34,2024-10-24,ACTIVE
8516,12389,MOTORCYCLE,3609.81,2024-10-24,RELEASED
8517,3841,SMARTPHONE,610.03,2024-10-24,RELEASED
8518,4274,SMARTPHONE,759.06,2024-10-24,RELEASED
8519,14046,SMARTPHONE,646.35,2024-10-24,SEIZED
8520,22012,SMARTPHONE,723.38,2024-10-24,RELEASED
8521,14745,MOTORCYCLE,3485.86,2024-10-24,ACTIVE
8522,7604,CAR,47121.3,2024-10-24,ACTIVE
8523,5317,SMARTPHONE,645.33,2024-10-24,ACTIVE
8524,584,CAR,3290.92,2024-10-24,ACTIVE
8525,1724,SMARTPHONE,771.49,2024-10-24,ACTIVE
8526,9919,SMARTPHONE,972.58,2024-10-25,SEIZED
8527,11098,SMARTPHONE,1074.77,2024-10-25,RELEASED
8528,492,MOTORCYCLE,2539.42,2024-10-25,ACTIVE
8529,15026,SMARTPHONE,725.39,2024-10-25,ACTIVE
8530,17196,CAR,4694.97,2024-10-25,RELEASED
8531,17479,MOTORCYCLE,3319.86,2024-10-25,ACTIVE
8532,3797,CAR,5629.43,2024-10-25,RELEASED
8533,9668,MOTORCYCLE,1158.54,2024-10-25,ACTIVE
8534,7243,MOTORCYCLE,1233.89,2024-10-25,ACTIVE
8535,18803,CAR,8735.15,2024-10-25,RELEASED
8536,13649,MOTORCYCLE,674.04,2024-10-25,ACTIVE
8537,19201,MOTORCYCLE,2036.69,2024-10-26,ACTIVE
8538,2529,SMARTPHONE,584.3,2024-10-26,RELEASED
8539,9451,MOTORCYCLE,2526.09,2024-10-26,RELEASED
8540,9780,MOTORCYCLE,21787.01,2024-10-26,SEIZED
8541,5686,MOTORCYCLE,945.37,2024-10-26,ACTIVE
8542,10266,SMARTPHONE,613.85,2024-10-26,ACTIVE
8543,4917,CAR,3897.6,2024-10-26,ACTIVE
8544,11907,MOTORCYCLE,2411.1,2024-10-26,RELEASED
8545,10742,MOTORCYCLE,2756.57,2024-10-26,ACTIVE
8546,7774,MOTORCYCLE,1043.36,2024-10-26,ACTIVE
8547,4911,CAR,20971.15,2024-10-26,ACTIVE
8548,19522,SMARTPHONE,825.03,2024-10-27,RELEASED
8549,20520,CAR,5236.17,2024-10-27,RELEASED
8550,10024,CAR,1743.33,2024-10-27,ACTIVE
8551,2003,CAR,7429.92,2024-10-27,RELEASED
8552,12893,CAR,36611.52,2024-10-27,RELEASED
8553,21901,MOTORCYCLE,946.73,2024-10-27,ACTIVE
8554,22049,CAR,5455.6,2024-10-27,ACTIVE
8555,12871,SMARTPHONE,994.63,2024-10-27,RELEASED
8556,6552,MOTORCYCLE,4191.04,2024-10-28,RELEASED
8557,11623,CAR,25256.51,2024-10-28,RELEASED
8558,22835,SMARTPHONE,366.27,2024-10-28,ACTIVE
8559,16131,MOTORCYCLE,2860.42,2024-10-28,ACTIVE
8560,22650,MOTORCYCLE,1804.02,2024-10-28,RELEASED
8561,15582,SMARTPHONE,915.35,2024-10-28,RELEASED
8562,21796,MOTORCYCLE,3433.72,2024-10-28,RELEASED
8563,8472,MOTORCYCLE,3278.21,2024-10-28,RELEASED
8564,3663,MOTORCYCLE,2530.18,2024-10-28,ACTIVE
8565,4011,CAR,2815.72,2024-10-28,RELEASED
8566,22246,MOTORCYCLE,1805.56,2024-10-28,RELEASED
8567,18214,CAR,33047.38,2024-10-28,ACTIVE
8568,16616,MOTORCYCLE,961.48,2024-10-28,ACTIVE
8569,2572,SMARTPHONE,601.68,2024-10-28,RELEASED
8570,5742,SMARTPHONE,867.81,2024-10-28,RELEASED
8571,21174,SMARTPHONE,837.98,2024-10-28,ACTIVE
8572,12661,MOTORCYCLE,2207.41,2024-10-29,ACTIVE
8573,8976,CAR,3165.73,2024-10-29,RELEASED
8574,186,MOTORCYCLE,2800.26,2024-10-29,SEIZED
8575,4894,MOTORCYCLE,2219.62,2024-10-29,ACTIVE
8576,20273,SMARTPHONE,1069.26,2024-10-29,SEIZED
8577,886,MOTORCYCLE,3044.87,2024-10-29,RELEASED
8578,4318,CAR,33220.19,2024-10-29,RELEASED
8579,10218,CAR,38178.44,2024-10-30,ACTIVE
8580,21565,MOTORCYCLE,2080.2,2024-10-30,SEIZED
8581,18320,CAR,2753.03,2024-10-30,RELEASED
8582,10245,SMARTPHONE,664.55,2024-10-30,RELEASED
8583,22843,MOTORCYCLE,9718.66,2024-10-30,ACTIVE
8584,19368,MOTORCYCLE,2843.26,2024-10-30,RELEASED
8585,14505,MOTORCYCLE,16531.96,2024-10-30,SEIZED
8586,9635,MOTORCYCLE,4064.24,2024-10-30,ACTIVE
8587,12536,MOTORCYCLE,1710.23,2024-10-30,RELEASED
8588,19514,MOTORCYCLE,3642.68,2024-10-30,SEIZED
8589,16914,CAR,24171.77,2024-10-30,RELEASED
8590,4013,CAR,4832.48,2024-10-30,RELEASED
8591,17915,CAR,4639.71,2024-10-30,ACTIVE
8592,20039,SMARTPHONE,989.73,2024-10-30,ACTIVE
8593,12180,CAR,5263.87,2024-10-30,RELEASED
8594,20035,SMARTPHONE,1015.21,2024-10-30,RELEASED
8595,13736,MOTORCYCLE,2165.21,2024-10-30,ACTIVE
8596,18840,SMARTPHONE,511.16,2024-10-30,RELEASED
8597,14202,SMARTPHONE,769.31,2024-10-31,ACTIVE
8598,22224,MOTORCYCLE,861.95,2024-10-31,ACTIVE
8599,17215,CAR,45151.86,2024-10-31,RELEASED
8600,20356,CAR,7424.87,2024-10-31,RELEASED
8601,9007,SMARTPHONE,1084.84,2024-10-31,SEIZED
8602,10618,CAR,3535.66,2024-10-31,ACTIVE
8603,12079,MOTORCYCLE,2898.51,2024-10-31,RELEASED
8604,17647,MOTORCYCLE,21529.49,2024-10-31,ACTIVE
8605,8130,CAR,8715.95,2024-10-31,RELEASED
8606,12939,MOTORCYCLE,2612.56,2024-10-31,ACTIVE
8607,12569,SMARTPHONE,435.53,2024-10-31,ACTIVE
8608,14295,CAR,24934.92,2024-10-31,RELEASED
8609,4728,CAR,58953.16,2024-10-31,RELEASED
8610,16574,MOTORCYCLE,44190.01,2024-10-31,RELEASED
8611,4514,SMARTPHONE,979.9,2024-11-01,RELEASED
8612,8264,SMARTPHONE,585.91,2024-11-01,RELEASED
8613,4093,MOTORCYCLE,3926.59,2024-11-01,ACTIVE
8614,7705,CAR,5136.01,2024-11-01,ACTIVE
8615,16830,CAR,3285.0,2024-11-01,RELEASED
8616,16291,SMARTPHONE,651.55,2024-11-01,ACTIVE
8617,5988,MOTORCYCLE,3216.0,2024-11-01,RELEASED
8618,15157,MOTORCYCLE,2401.53,2024-11-01,ACTIVE
8619,11751,SMARTPHONE,246.83,2024-11-01,RELEASED
8620,20353,CAR,20889.74,2024-11-01,ACTIVE
8621,7464,CAR,1197.64,2024-11-01,RELEASED
8622,18066,MOTORCYCLE,3489.17,2024-11-01,ACTIVE
8623,9412,CAR,95497.45,2024-11-02,SEIZED
8624,21155,SMARTPHONE,900.64,2024-11-02,RELEASED
8625,3060,MOTORCYCLE,3949.21,2024-11-02,ACTIVE
8626,2458,MOTORCYCLE,1843.69,2024-11-02,RELEASED
8627,17206,MOTORCYCLE,38048.05,2024-11-02,ACTIVE
8628,19567,CAR,4183.85,2024-11-02,ACTIVE
8629,13598,MOTORCYCLE,1966.56,2024-11-02,ACTIVE
8630,23117,MOTORCYCLE,1619.66,2024-11-02,ACTIVE
8631,9952,SMARTPHONE,620.15,2024-11-02,RELEASED
8632,7059,CAR,21580.64,2024-11-02,RELEASED
8633,15304,CAR,3182.03,2024-11-02,ACTIVE
8634,16276,CAR,35875.02,2024-11-03,RELEASED
8635,11464,CAR,6627.65,2024-11-03,ACTIVE
8636,20055,CAR,7660.86,2024-11-03,RELEASED
8637,9872,MOTORCYCLE,2472.1,2024-11-03,ACTIVE
8638,20532,MOTORCYCLE,1888.03,2024-11-03,RELEASED
8639,21923,MOTORCYCLE,66106.58,2024-11-03,ACTIVE
8640,17855,CAR,31383.37,2024-11-03,ACTIVE
8641,3400,CAR,3111.98,2024-11-03,ACTIVE
8642,19979,MOTORCYCLE,71951.15,2024-11-03,RELEASED
8643,9574,CAR,18252.94,2024-11-03,ACTIVE
8644,12629,MOTORCYCLE,1748.47,2024-11-03,RELEASED
8645,17144,CAR,2834.64,2024-11-03,ACTIVE
8646,5438,SMARTPHONE,729.15,2024-11-03,ACTIVE
8647,21363,MOTORCYCLE,1952.91,2024-11-04,RELEASED
8648,20665,CAR,22920.72,2024-11-04,ACTIVE
8649,2724,SMARTPHONE,765.79,2024-11-04,ACTIVE
8650,20691,MOTORCYCLE,2848.61,2024-11-04,RELEASED
8651,8351,MOTORCYCLE,3805.74,2024-11-04,RELEASED
8652,3146,MOTORCYCLE,2506.51,2024-11-04,RELEASED
8653,21198,MOTORCYCLE,2290.43,2024-11-04,RELEASED
8654,7708,CAR,6259.94,2024-11-04,ACTIVE
8655,7353,SMARTPHONE,608.29,2024-11-04,ACTIVE
8656,17453,CAR,65207.92,2024-11-04,SEIZED
8657,15872,MOTORCYCLE,3540.15,2024-11-04,ACTIVE
8658,8856,MOTORCYCLE,2226.27,2024-11-04,RELEASED
8659,19607,SMARTPHONE,719.78,2024-11-05,RELEASED
8660,7281,CAR,20343.75,2024-11-05,RELEASED
8661,18008,MOTORCYCLE,3502.6,2024-11-05,ACTIVE
8662,5646,MOTORCYCLE,1114.6,2024-11-05,RELEASED
8663,11063,SMARTPHONE,394.7,2024-11-05,ACTIVE
8664,11066,SMARTPHONE,997.14,2024-11-05,ACTIVE
8665,22606,SMARTPHONE,584.57,2024-11-05,ACTIVE
8666,8203,MOTORCYCLE,2264.95,2024-11-05,RELEASED
8667,8877,MOTORCYCLE,2555.24,2024-11-05,RELEASED
8668,9260,CAR,8327.68,2024-11-05,ACTIVE
8669,2630,CAR,1660.67,2024-11-05,RELEASED
8670,2465,SMARTPHONE,650.98,2024-11-05,RELEASED
8671,2012,SMARTPHONE,715.17,2024-11-05,RELEASED
8672,14867,CAR,5980.17,2024-11-05,RELEASED
8673,1735,CAR,88638.35,2024-11-05,RELEASED
8674,18555,SMARTPHONE,415.57,2024-11-05,RELEASED
8675,8847,MOTORCYCLE,1190.5,2024-11-05,ACTIVE
8676,7704,CAR,3655.34,2024-11-05,RELEASED
8677,11431,MOTORCYCLE,1657.43,2024-11-05,ACTIVE
8678,2118,CAR,19909.92,2024-11-05,RELEASED
8679,12984,CAR,15475.33,2024-11-06,ACTIVE
8680,17280,CAR,20930.45,2024-11-06,RELEASED
8681,936,MOTORCYCLE,1719.81,2024-11-06,RELEASED
8682,13457,CAR,8043.06,2024-11-06,ACTIVE
8683,13043,SMARTPHONE,1170.25,2024-11-06,ACTIVE
8684,11442,SMARTPHONE,388.48,2024-11-06,RELEASED
8685,3353,SMARTPHONE,432.11,2024-11-06,ACTIVE
8686,20866,MOTORCYCLE,1974.66,2024-11-06,ACTIVE
8687,5266,MOTORCYCLE,2274.28,2024-11-06,RELEASED
8688,18615,SMARTPHONE,963.08,2024-11-07,RELEASED
8689,21566,MOTORCYCLE,4903.01,2024-11-07,RELEASED
8690,18959,MOTORCYCLE,1814.15,2024-11-07,RELEASED
8691,10082,MOTORCYCLE,2626.24,2024-11-07,ACTIVE
8692,14527,SMARTPHONE,251.13,2024-11-07,ACTIVE
8693,2287,SMARTPHONE,736.76,2024-11-07,SEIZED
8694,985,MOTORCYCLE,1219.23,2024-11-07,RELEASED
8695,14028,SMARTPHONE,968.44,2024-11-07,ACTIVE
8696,14771,CAR,5744.87,2024-11-07,ACTIVE
8697,5313,MOTORCYCLE,36499.0,2024-11-08,RELEASED
8698,5307,CAR,5463.46,2024-11-08,RELEASED
8699,3847,CAR,3121.26,2024-11-08,RELEASED
8700,1189,SMARTPHONE,1069.24,2024-11-08,ACTIVE
8701,21574,SMARTPHONE,803.55,2024-11-08,RELEASED
8702,546,MOTORCYCLE,12730.68,2024-11-08,ACTIVE
8703,18617,MOTORCYCLE,3752.52,2024-11-08,RELEASED
8704,19387,MOTORCYCLE,3559.13,2024-11-08,SEIZED
8705,1658,SMARTPHONE,645.86,2024-11-08,SEIZED
8706,19318,CAR,6073.76,2024-11-08,ACTIVE
8707,12775,MOTORCYCLE,3697.35,2024-11-09,RELEASED
8708,3216,MOTORCYCLE,11054.11,2024-11-09,RELEASED
8709,3958,CAR,3874.98,2024-11-09,ACTIVE
8710,9742,SMARTPHONE,399.18,2024-11-09,RELEASED
8711,19241,SMARTPHONE,516.66,2024-11-09,RELEASED
8712,8159,MOTORCYCLE,24844.5,2024-11-09,ACTIVE
8713,17239,SMARTPHONE,325.33,2024-11-09,SEIZED
8714,17072,CAR,73460.54,2024-11-09,RELEASED
8715,13682,MOTORCYCLE,3152.02,2024-11-09,RELEASED
8716,2843,MOTORCYCLE,1727.5,2024-11-09,RELEASED
8717,10645,MOTORCYCLE,1662.77,2024-11-09,RELEASED
8718,10098,SMARTPHONE,729.41,2024-11-09,ACTIVE
8719,2145,SMARTPHONE,502.35,2024-11-09,ACTIVE
8720,11270,CAR,39518.03,2024-11-09,RELEASED
8721,8109,MOTORCYCLE,34855.63,2024-11-09,ACTIVE
8722,17298,MOTORCYCLE,36328.05,2024-11-09,RELEASED
8723,21815,SMARTPHONE,904.21,2024-11-09,ACTIVE
8724,10559,MOTORCYCLE,2542.79,2024-11-10,SEIZED
8725,10541,MOTORCYCLE,4479.5,2024-11-10,RELEASED
8726,7979,CAR,3844.89,2024-11-10,RELEASED
8727,11359,CAR,4645.77,2024-11-10,ACTIVE
8728,700,MOTORCYCLE,28709.51,2024-11-10,ACTIVE
8729,20338,SMARTPHONE,735.52,2024-11-10,SEIZED
8730,13913,CAR,149168.62,2024-11-10,ACTIVE
8731,20576,SMARTPHONE,806.51,2024-11-10,RELEASED
8732,16894,SMARTPHONE,758.01,2024-11-10,ACTIVE
8733,12675,MOTORCYCLE,13642.66,2024-11-10,RELEASED
8734,10880,CAR,8094.64,2024-11-10,ACTIVE
8735,447,CAR,4875.87,2024-11-10,ACTIVE
8736,19802,SMARTPHONE,344.48,2024-11-10,ACTIVE
8737,8602,MOTORCYCLE,1924.76,2024-11-10,RELEASED
8738,19916,SMARTPHONE,486.48,2024-11-11,RELEASED
8739,17549,SMARTPHONE,940.81,2024-11-11,ACTIVE
8740,15152,MOTORCYCLE,2627.04,2024-11-11,RELEASED
8741,14704,CAR,20447.49,2024-11-11,RELEASED
8742,14441,MOTORCYCLE,3309.56,2024-11-11,ACTIVE
8743,14442,SMARTPHONE,582.4,2024-11-11,RELEASED
8744,7548,SMARTPHONE,329.78,2024-11-11,RELEASED
8745,14446,MOTORCYCLE,4016.95,2024-11-11,ACTIVE
8746,1386,SMARTPHONE,802.61,2024-11-11,RELEASED
8747,4487,CAR,26945.13,2024-11-11,RELEASED
8748,14597,MOTORCYCLE,1361.13,2024-11-11,RELEASED
8749,23169,SMARTPHONE,840.9,2024-11-11,ACTIVE
8750,9792,CAR,48103.22,2024-11-11,ACTIVE
8751,4215,MOTORCYCLE,3033.89,2024-11-12,RELEASED
8752,16298,SMARTPHONE,609.31,2024-11-12,SEIZED
8753,20147,CAR,482.5,2024-11-12,SEIZED
8754,15939,CAR,23112.86,2024-11-12,RELEASED
8755,21188,CAR,18771.17,2024-11-12,RELEASED
8756,8072,MOTORCYCLE,70853.46,2024-11-12,ACTIVE
8757,22032,SMARTPHONE,635.51,2024-11-12,RELEASED
8758,15051,MOTORCYCLE,2625.74,2024-11-12,RELEASED
8759,22384,CAR,26562.15,2024-11-12,ACTIVE
8760,18256,CAR,29433.58,2024-11-12,RELEASED
8761,20806,MOTORCYCLE,1943.23,2024-11-12,SEIZED
8762,14292,CAR,72059.62,2024-11-12,RELEASED
8763,5890,MOTORCYCLE,1764.87,2024-11-12,RELEASED
8764,5564,MOTORCYCLE,3398.93,2024-11-12,SEIZED
8765,8334,SMARTPHONE,890.93,2024-11-13,RELEASED
8766,18685,MOTORCYCLE,93922.14,2024-11-13,RELEASED
8767,19294,CAR,23604.5,2024-11-13,RELEASED
8768,7189,MOTORCYCLE,3529.27,2024-11-13,RELEASED
8769,5342,SMARTPHONE,708.38,2024-11-13,ACTIVE
8770,8578,MOTORCYCLE,2373.4,2024-11-13,ACTIVE
8771,15772,CAR,4202.23,2024-11-13,RELEASED
8772,5849,MOTORCYCLE,3263.19,2024-11-13,ACTIVE
8773,15690,CAR,30912.52,2024-11-13,ACTIVE
8774,5858,MOTORCYCLE,1252.39,2024-11-13,RELEASED
8775,11803,SMARTPHONE,497.5,2024-11-13,ACTIVE
8776,2495,SMARTPHONE,460.47,2024-11-13,RELEASED
8777,7241,CAR,24306.05,2024-11-13,ACTIVE
8778,5006,SMARTPHONE,488.13,2024-11-14,RELEASED
8779,5356,SMARTPHONE,1064.66,2024-11-14,RELEASED
8780,8161,CAR,22466.77,2024-11-14,ACTIVE
8781,12414,SMARTPHONE,652.74,2024-11-14,RELEASED
8782,10671,CAR,18428.76,2024-11-14,ACTIVE
8783,7232,MOTORCYCLE,2083.79,2024-11-14,ACTIVE
8784,16203,SMARTPHONE,668.3,2024-11-14,ACTIVE
8785,19702,CAR,46848.28,2024-11-14,ACTIVE
